MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,2000.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1990.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,3,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1945.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2008.0,Fin,TA,TA,Y,New
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,PConc,0,0,0,None,None,GasA,Gd,Y,FuseA,TA,Typ,0,Detchd,1956.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2002.0,Fin,TA,TA,Y,WD 
RL,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,3,3,3,BLQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,3,Attchd,1964.0,Unf,TA,TA,P,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,4,Attchd,1958.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1972.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2007.0,Fin,TA,TA,Y,New
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,5,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2008.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1976.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,3,Attchd,1990.0,RFn,TA,TA,Y,WD 
RM,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2004.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Plywood,BrkFace,Gd,TA,CBlock,4,3,2,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1983.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1974.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,2,2,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,1910.0,Unf,TA,Gd,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,4,4,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1994.0,RFn,TA,TA,Y,CWD
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,3,Attchd,2001.0,RFn,TA,TA,Y,WD 
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,BuiltIn,2009.0,Fin,TA,TA,Y,New
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,4,Detchd,1938.0,Unf,TA,TA,Y,COD
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2010.0,RFn,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2007.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Stone,HdBoard,None,Gd,TA,CBlock,4,3,3,ALQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,4,Attchd,1976.0,Fin,TA,TA,Y,COD
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,5,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2002.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,4,Detchd,1926.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,3,3,1,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,4,Attchd,1930.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,3,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1998.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,3,4,4,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1970.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Flat,Tar&Grv,Plywood,Plywood,None,Gd,Gd,CBlock,4,3,3,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,4,Attchd,1966.0,Unf,Gd,Gd,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2005.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,BrkTil,3,3,1,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Detchd,1928.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,0,0,0,None,None,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,1946.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,3,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1958.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2005.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2005.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,0,0,0,None,None,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1979.0,Unf,TA,TA,Y,WD 
RL,Pave,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,4,3,4,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,1994.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,2,3,2,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,4,Attchd,1957.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,5,Attchd,2000.0,Fin,TA,TA,Y,WD 
C (all),Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,CarPort,1994.0,Unf,TA,TA,Y,COD
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1995.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,3,Attchd,1995.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,3,3,1,LwQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,3,Attchd,1976.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,CBlock,3,3,3,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1961.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2002.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,MetalSd,None,TA,TA,PConc,3,3,1,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,3,Attchd,1956.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1974.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,3,Attchd,1959.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,0,0,0,None,None,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1976.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2001.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1999.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,3,3,2,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Detchd,1977.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,1973.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1998.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,2003.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,0,Attchd,1956.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2003.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,3,Attchd,1954.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2006.0,Fin,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2005.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1958.0,RFn,TA,TA,Y,COD
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1999.0,Fin,TA,TA,Y,WD 
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,2,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2005.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,BuiltIn,2002.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2004.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasW,Gd,Y,SBrkr,Fa,Typ,0,Detchd,1955.0,Unf,TA,TA,P,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1963.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1950.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Fa,Y,FuseA,TA,Typ,0,Attchd,1954.0,Unf,TA,TA,Y,WD 
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2005.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,N,FuseF,TA,Typ,0,Detchd,1922.0,Unf,Fa,Fa,N,ConLD
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Mansard,WdShake,Plywood,Plywood,BrkFace,Gd,TA,PConc,4,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Min2,4,Attchd,1978.0,Fin,TA,Gd,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1987.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,2,3,1,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,0,Detchd,1945.0,Unf,TA,TA,N,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2002.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,4,3,1,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,2,Attchd,1977.0,RFn,TA,TA,Y,WD 
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2007.0,RFn,TA,TA,Y,New
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2003.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2007.0,Fin,TA,TA,Y,New
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,Fa,CBlock,3,2,1,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Sal,0,Detchd,1910.0,Unf,TA,Fa,N,COD
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,2,3,1,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1961.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,3,Attchd,1990.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Wd Sdng,None,Gd,TA,CBlock,4,3,4,GLQ,Unf,GasA,Gd,Y,SBrkr,Ex,Typ,3,Attchd,1972.0,Fin,TA,TA,Y,WD 
